sample_id,target_name,target_score
795,first_learning_epoch_mapped,33
796,first_learning_epoch_mapped,38
797,first_learning_epoch_mapped,47
798,first_learning_epoch_mapped,31
799,first_learning_epoch_mapped,38
800,first_learning_epoch_mapped,36
801,first_learning_epoch_mapped,38
802,first_learning_epoch_mapped,51
803,first_learning_epoch_mapped,2
804,first_learning_epoch_mapped,51
805,first_learning_epoch_mapped,36
806,first_learning_epoch_mapped,51
807,first_learning_epoch_mapped,49
808,first_learning_epoch_mapped,35
809,first_learning_epoch_mapped,51
810,first_learning_epoch_mapped,49
811,first_learning_epoch_mapped,50
812,first_learning_epoch_mapped,50
813,first_learning_epoch_mapped,45
814,first_learning_epoch_mapped,51
815,first_learning_epoch_mapped,45
816,first_learning_epoch_mapped,50
817,first_learning_epoch_mapped,42
